geom,Name_fi,Address_fi,Link_fi,Link_en,Selite_fi,Selite_en
"POINT (25496892 6674464)",Leikkipuisto Linja,"Toinen linja 6, 00530 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-linja"" target=""_palvelu"">Leikkipuisto Linja</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-linja"" target=""_palvelu"">Playground Linja</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25490177 6677949)",Perkkaan asukaspuisto,"Majurinpolku 3, 02600 Espoo","<a href=""https://www.espoo.fi/fi/perkkaan-asukaspuisto"" target=""_palvelu"">Perkkaan asukaspuisto</a>","<a href=""https://www.espoo.fi/fi/perkkaan-asukaspuisto"" target=""_palvelu"">Perkkaan asukaspuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25481601 6669683)",Soukan asukaspuisto,"Soukankaari 10, 02360 Espoo","<a href=""https://www.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/soukan-asukaspuisto"" target=""_palvelu"">Soukan asukaspuisto</a>","<a href=""https://www.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/soukan-asukaspuisto"" target=""_palvelu"">Soukan asukaspuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25504688 6677046)",Leikkipuisto Iso-Antti,"Valkovuokonpolku 20, 00930 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-iso-antti"" target=""_palvelu"">Leikkipuisto Iso-Antti</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-iso-antti"" target=""_palvelu"">Playground Iso-Antti</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25500995 6681863)",Leikkipuisto Filpus,"Ampujantie 3, 00700 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-filpus"" target=""_palvelu"">Leikkipuisto Filpus</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-filpus"" target=""_palvelu"">Playground Filpus</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25507734 6677661)",Leikkipuisto Lohikäärmepuisto,"Lohikäärmeenpolku 3, 00980 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lohikaarmepuisto"" target=""_palvelu"">Leikkipuisto Lohikäärmepuisto</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lohikaarmepuisto"" target=""_palvelu"">Playground Lohikäärmepuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25496815 6676200)",Leikkipuisto Lehdokki,"Kasöörinkatu 3, 00520 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lehdokki"" target=""_palvelu"">Leikkipuisto Lehdokki</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lehdokki"" target=""_palvelu"">Playground Lehdokki</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25504440 6683110)",Leikkipuisto Kankarepuisto,"Jakomäenpolku 6, 00770 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-kankarepuisto"" target=""_palvelu"">Leikkipuisto Kankarepuisto</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-kankarepuisto"" target=""_palvelu"">Playground Kankarepuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25504255 6681109)",Leikkipuisto Lampi,"Sakara 3, 00940 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lampi"" target=""_palvelu"">Leikkipuisto Lampi</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lampi"" target=""_palvelu"">Playground Lampi</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25500266 6679899)",Leikkipuisto Salpausselkä,"Salpausseläntie 1 A, 00710 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-salpausselka"" target=""_palvelu"">Leikkipuisto Salpausselkä</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-salpausselka"" target=""_palvelu"">Playground Salpausselkä</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25484019 6681395)",Järvenperän asukaspuisto,"Kulloonmäentie 20, 02940 Espoo","<a href=""https://www.espoo.fi/fi/jarvenperan-asukaspuisto"" target=""_palvelu"">Järvenperän asukaspuisto</a>","<a href=""https://www.espoo.fi/fi/jarvenperan-asukaspuisto"" target=""_palvelu"">Järvenperän asukaspuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25493891 6676804)",Leikkipuisto Viiri,"Herukkakuja 3, 00300 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-viiri"" target=""_palvelu"">Leikkipuisto Viiri</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-viiri"" target=""_palvelu"">Playground Viiri</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25496166 6682426)",Leikkipuisto Soihtu,"Ylipalontie 1, 00670 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-soihtu"" target=""_palvelu"">Leikkipuisto Soihtu</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-soihtu"" target=""_palvelu"">Playground Soihtu</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25504153 6672440)",Leikkipuisto Puuskakulma,"Jollaksentie 67, 00850 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-puuskakulma"" target=""_palvelu"">Leikkipuisto Puuskakulma</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-puuskakulma"" target=""_palvelu"">Playground Puuskakulma</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25485858 6679487)",Viherkallion asukaspuisto,"Kievarinpolku 8, 02710 Espoo","<a href=""https://www.espoo.fi/fi/viherkallion-asukaspuisto"" target=""_palvelu"">Viherkallion asukaspuisto</a>","<a href=""https://www.espoo.fi/fi/viherkallion-asukaspuisto"" target=""_palvelu"">Viherkallion asukaspuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25487174 6675558)",Mankkaan asukaspuisto,"Vanhan-Mankkaan kuja 2 A, 02180 Espoo","<a href=""https://beta.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/mankkaan-asukaspuisto"" target=""_palvelu"">Mankkaan asukaspuisto</a>","<a href=""https://beta.espoo.fi/fi/kasvatus-ja-opetus/varhaiskasvatus/mankkaan-asukaspuisto"" target=""_palvelu"">Mankkaan asukaspuisto</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25499809 6682093)",Leikkipuisto Traktori,"Tyynelänkuja 7, 00700 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-traktori"" target=""_palvelu"">Leikkipuisto Traktori</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-traktori"" target=""_palvelu"">Playground Traktori</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25507620 6676577)",Perhetalo Kajuutta,"Kaivonkatsojanpolku 4, 00980 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/perhetalo-kajuutta"" target=""_palvelu"">Perhetalo Kajuutta</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/perhetalo-kajuutta"" target=""_palvelu"">Family House Kajuutta</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25493132 6671932)",Leikkipuisto Lahnalahti,"Lauttasaarentie 40a, 00200 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lahnalahti"" target=""_palvelu"">Leikkipuisto Lahnalahti</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-lahnalahti"" target=""_palvelu"">Playground Lahnalahti</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25496566 6673500)",Leikkipuisto Loru,"Töölönlahdenkatu 4, 00100 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-loru"" target=""_palvelu"">Leikkipuisto Loru</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-loru"" target=""_palvelu"">Playground Loru</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25503413 6676695)",Leikkipuisto Roihuvuori,"Prinssintie 1, 00820 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-roihuvuori"" target=""_palvelu"">Leikkipuisto Roihuvuori</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-roihuvuori"" target=""_palvelu"">Playground Roihuvuori</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25505534 6677861)",Leikkipuisto Rusthollari,"Rusthollarintie 15, 00910 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-rusthollari"" target=""_palvelu"">Leikkipuisto Rusthollari</a>","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuisto-rusthollari"" target=""_palvelu"">Playground Rusthollari</a>",Ohjattu leikkipuistotoiminta,Supervised playground activities
"POINT (25486845 6674469)",Lukupuronpuiston leikkipaikka,"Lukupurontie 1, 02200 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/lukupuronpuiston-leikkipaikka"" target=""_palvelu"">Lukupuronpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/lukupuronpuisto-playground"" target=""_palvelu"">Lukupuronpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489061 6673760)",Sampotorin leikkipaikka,"Kauppamiehentie 3 A, 02100 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/sampotorin-leikkipaikka"" target=""_palvelu"">Sampotorin leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/sampotori-playground"" target=""_palvelu"">Sampotori playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505419 6680839)",Leikkipaikka Vesalanpuisto,"Kiiliänkuja 2, 00940 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Vesalanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25502308 6686865)",Leikkipaikka Kirjastopuisto,"Ratakuja 7, 01300 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kirjastopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kirjastopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25495848 6673702)",Leikkipaikka Apollonpuistikko,"Apollonkatu 13, 00100 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Apollonpuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489271 6674511)",Hopealehdon leikkipaikka,"Mielikinviita 12, 02100 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/hopealehdon-leikkipaikka"" target=""_palvelu"">Hopealehdon leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/hopealehto-playground"" target=""_palvelu"">Hopealehto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25505817 6685244)",Leikkipaikka Ratsumiehenpuisto II,"Ratsumiehenpolku 4, 01200 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Ratsumiehenpuisto II</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Ratsumiehenpuisto II</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25492219 6685683)",Leikkipaikka Koivikkopuisto,"Koivikkorinne 3, 01620 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Koivikkopuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Koivikkopuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496510 6671395)",Leikkipaikka Helsinginniemenpuisto,"Merikatu 29, 00150 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Helsinginniemenpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25509623 6681931)",Leikkipaikka Krapupuisto,"Krapukuja 2, 00890 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Krapupuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500011 6685060)",Leikkipaikka Suutarilanpuisto,"Kiertotähdentie 12, 00740 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Suutarilanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25497369 6672001)",Leikkipaikka Ullanpuistikko,"Tähtitorninkatu 8, 00140 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Ullanpuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503451 6687351)",Leikkipaikka Elopelto II,"Oljenkorsi 6, 01370 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Elopelto II</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Elopelto II</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486063 6671721)",Nestorinpolun leikkipaikka,"Matinraitti 2, 02230 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/nestorinpolun-leikkipaikka"" target=""_palvelu"">Nestorinpolun leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/nestorinpolku-playground"" target=""_palvelu"">Nestorinpolku playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501579 6688092)",Leikkipaikka Metsäruusunpuisto,"Raatetie 24, 01350 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Metsäruusunpuisto</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Metsäruusunpuisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25473787 6681789)",Kolmperän leikkipaikka,"Kolmperäntie 24, 02820 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/kolmperan-leikkipaikka"" target=""_palvelu"">Kolmperän leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/kolmpera-playground"" target=""_palvelu"">Kolmperä playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25500823 6674919)",Leikkipaikka Risto Rytin puisto,"Risto Rytin tie 24, 00570 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Risto Rytin puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25490852 6681624)",Leikkipaikka Lehtovuori,"Lehtovuorenkatu 7, 00390 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Lehtovuori</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25489572 6679022)",Muukalaispuiston leikkipaikka,"Lintuvaarantie 11, 02650 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/muukalaispuiston-leikkipaikka"" target=""_palvelu"">Muukalaispuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/muukalaispuisto-playground"" target=""_palvelu"">Muukalaispuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25503197 6692476)",Leikkipaikka Kulomäenkenttä,"Maauunintie 17, 01450 Vantaa","<a href=""https://www.vantaa.fi/fi/palveluhakemisto/palvelu/puistoleikkipaikat"" target=""_palvelu"">Leikkipaikka Kulomäenkenttä</a>","<a href=""https://www.vantaa.fi/en/services/service/playgrounds"" target=""_palvelu"">Playground Kulomäenkenttä</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25486329 6684892)",Juvanpuiston leikkipaikka,"Juvanpuistonkuja 1, 02920 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/juvanpuiston-leikkipaikka"" target=""_palvelu"">Juvanpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/juvanpuisto-playground"" target=""_palvelu"">Juvanpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25488753 6672290)",Westendinpuiston leikkipaikka,"Hiiralantie 4, 02160 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/westendinpuiston-leikkipaikka"" target=""_palvelu"">Westendinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/westendinpuisto-playground"" target=""_palvelu"">Westendinpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25498140 6676018)",Leikkipaikka Violanpuisto,"Violankuja 2, 00550 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Violanpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25490781 6680710)",Krenaatöörinpuiston leikkipaikka,"Vanha Hämeenkyläntie 44, 02680 Espoo","<a href=""https://www.espoo.fi/fi/toimipisteet/krenaatoorinpuiston-leikkipaikka"" target=""_palvelu"">Krenaatöörinpuiston leikkipaikka</a>","<a href=""https://www.espoo.fi/en/units/krenatoorinpuisto-playground"" target=""_palvelu"">Krenatöörinpuisto playground</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25493861 6671039)",Leikkipaikka Aimo Tukiaisen puisto,"Aimo Tukiaisen puisto, 00210 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Aimo Tukiaisen puisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu"">Playground Aimo Tukiaisen puisto</a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25501406 6683395)",Leikkipaikka Päivölänpuisto,"Päivölänkuja 5, 00730 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Päivölänpuisto</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
"POINT (25496772 6671434)",Leikkipaikka Ensipuistikko,"Laivurinkatu 7, 00150 Helsinki","<a href=""https://www.hel.fi/fi/kasvatus-ja-koulutus/leikkipuistot/leikkipuistot-ja-perhetalot"" target=""_palvelu"">Leikkipaikka Ensipuistikko</a>","<a href=""https://www.hel.fi/en/childhood-and-education/playgrounds/find-playgrounds-and-family-houses"" target=""_palvelu""></a>",Leikkipaikat (ei ohjattua toimintaa),Play areas (no supervised activities)
